person_id,age,annual_salary_chf,entry_date,employer,annual_contribution_chf
100850,47,48196.2,2021-04-13,Säntis Industries AG,5473.27
100851,65,62654.21,2015-08-22,Bodensee Logistics AG,3895.73
100852,56,97777.78,2015-07-17,Helvetia Services AG,10883.63
100853,64,86861.72,2020-04-19,Rhein Consulting GmbH,6062.14
100854,29,89415.49,2019-06-12,Säntis Industries AG,8086.28
100855,31,115470.91,2024-05-07,Bodensee Logistics AG,9868.17
100856,58,90433.95,2021-05-29,AlpenTech AG,5481.0
100857,29,93841.98,2023-04-27,Helvetia Services AG,10784.68
100858,20,130793.42,2021-06-07,Säntis Industries AG,11417.68
100859,50,78151.52,2018-10-18,Bodensee Logistics AG,9163.74
100860,56,67638.11,2022-03-24,Säntis Industries AG,5221.98
100861,64,89700.34,2021-10-31,Bodensee Logistics AG,10044.33
100862,62,89901.84,2022-12-01,AlpenTech AG,10369.58
100863,23,72519.12,2017-01-29,Säntis Industries AG,6774.01
100864,55,63416.85,2022-01-19,Rhein Consulting GmbH,4576.2
100865,58,123577.2,2018-02-20,Rhein Consulting GmbH,12495.49
100866,51,87883.18,2023-09-08,Säntis Industries AG,8167.75
100867,57,68818.86,2023-10-12,AlpenTech AG,8029.22
100868,58,98486.75,2021-11-13,Säntis Industries AG,8504.95
100869,39,80035.39,2025-05-28,Helvetia Services AG,6091.56
100870,19,77448.13,2020-11-28,Säntis Industries AG,5289.49
100871,39,92120.91,2015-04-11,AlpenTech AG,9388.78
100872,27,58746.12,2021-08-30,Bodensee Logistics AG,6958.28
100873,23,88347.29,2023-07-20,Rhein Consulting GmbH,5451.08
100874,23,116433.19,2016-02-11,AlpenTech AG,12158.74
100875,51,90391.2,2016-02-24,AlpenTech AG,10450.65
100876,42,75228.18,2018-01-01,Säntis Industries AG,4851.23
100877,43,72872.1,2024-04-12,AlpenTech AG,4854.03
100878,53,74613.88,2020-10-18,Rhein Consulting GmbH,7574.61
100879,44,77428.67,2025-09-25,Säntis Industries AG,7655.98
100880,48,75199.48,2024-08-06,Rhein Consulting GmbH,4822.52
100881,22,98493.61,2021-02-05,Bodensee Logistics AG,10840.74
100882,58,50802.24,2022-06-19,Bodensee Logistics AG,4643.6
100883,39,97516.0,2018-08-21,Rhein Consulting GmbH,11158.94
100884,25,75165.64,2015-12-29,Bodensee Logistics AG,8469.62
100885,57,88785.06,2019-05-20,Bodensee Logistics AG,9655.42
100886,53,61714.22,2021-07-05,AlpenTech AG,5613.15
100887,20,105915.36,2017-01-01,Rhein Consulting GmbH,7954.52
100888,27,104421.43,2017-06-09,Rhein Consulting GmbH,9435.37
100889,18,99272.63,2015-03-02,Rhein Consulting GmbH,6556.83
100890,30,54734.41,2023-01-26,AlpenTech AG,5447.76
100891,22,96924.18,2024-11-20,Rhein Consulting GmbH,6594.59
100892,52,89287.39,2024-02-05,Rhein Consulting GmbH,8095.72
100893,43,53105.12,2019-03-06,AlpenTech AG,3359.58
100894,65,81562.65,2021-07-10,Säntis Industries AG,6359.5
100895,53,88561.62,2025-07-24,Bodensee Logistics AG,6546.9
100896,47,92009.35,2021-07-02,Bodensee Logistics AG,8943.48
100897,42,85190.7,2018-04-02,Rhein Consulting GmbH,9133.06
100898,20,87242.17,2018-09-21,Bodensee Logistics AG,5534.48
100899,21,108525.01,2022-12-29,Bodensee Logistics AG,12048.12
100900,47,104068.61,2019-11-27,Helvetia Services AG,11618.85
100901,18,30393.01,2024-03-15,Säntis Industries AG,2447.74
100902,20,76286.11,2024-07-01,Säntis Industries AG,7593.54
100903,28,79036.28,2015-05-24,AlpenTech AG,6651.44
100904,60,50462.23,2022-12-14,Rhein Consulting GmbH,3494.58
100905,40,83695.3,2019-01-25,AlpenTech AG,7676.51
100906,52,104477.64,2020-09-17,Helvetia Services AG,6810.02
100907,37,62441.78,2017-11-29,Säntis Industries AG,7037.71
100908,26,88055.22,2019-01-18,AlpenTech AG,10166.63
100909,35,65515.18,2018-08-19,Helvetia Services AG,7160.6
100910,22,69905.58,2015-07-22,Helvetia Services AG,6553.77
100911,54,108593.09,2025-02-31,Rhein Consulting GmbH,10148.67
100912,26,72233.96,2016-07-28,Bodensee Logistics AG,8601.36
100913,36,90319.82,2019-02-17,Bodensee Logistics AG,6762.62
100914,65,48318.07,2017-02-13,Säntis Industries AG,3119.26
100915,46,115521.72,2016-10-06,Bodensee Logistics AG,10826.29
100916,40,92847.74,2019-02-08,Rhein Consulting GmbH,7402.48
100917,44,78715.0,2025-02-05,AlpenTech AG,6245.27
100918,55,92359.84,2025-05-18,Helvetia Services AG,5580.85
100919,30,56623.25,2019-03-13,Säntis Industries AG,5423.06
100920,48,103285.55,2020-07-21,Säntis Industries AG,7833.38
100921,59,76168.27,2025-11-01,Rhein Consulting GmbH,5428.63
100922,45,78326.75,2017-07-31,Helvetia Services AG,4889.62
100923,39,73150.2,2025-05-21,AlpenTech AG,5988.2
100924,24,71548.27,2016-02-29,Säntis Industries AG,8066.22
100925,29,94504.07,2017-06-25,Rhein Consulting GmbH,7579.25
100926,63,86606.32,2018-09-20,Helvetia Services AG,8725.11
100927,43,93731.47,2015-05-29,Bodensee Logistics AG,9878.62
100928,32,81841.7,2023-12-20,Rhein Consulting GmbH,6521.64
100929,38,91237.6,2024-05-27,Bodensee Logistics AG,9972.13
100930,45,74460.72,2019-03-20,Säntis Industries AG,7558.71
100931,43,122135.17,2024-03-12,AlpenTech AG,11426.3
100932,51,53777.25,2023-06-29,Helvetia Services AG,3229.84
100933,30,104696.87,2023-10-23,AlpenTech AG,6502.25
100934,49,106622.33,2023-10-28,Rhein Consulting GmbH,12736.25
100935,39,66661.14,2021-04-21,Rhein Consulting GmbH,7128.54
100936,63,122126.92,2016-03-20,Säntis Industries AG,14197.73
100937,25,99918.83,2025-02-24,Bodensee Logistics AG,11404.55
100938,25,99480.5,2021-09-09,AlpenTech AG,6090.85
100939,40,82504.4,2024-11-27,Bodensee Logistics AG,8870.12
100940,42,78089.93,2025-07-17,AlpenTech AG,6799.19
100941,51,78230.64,2017-01-21,Rhein Consulting GmbH,8399.9
100942,37,89029.55,2019-06-03,Rhein Consulting GmbH,5377.65
100943,61,107221.35,2017-02-11,Säntis Industries AG,8287.35
100944,40,85263.66,2015-07-24,Helvetia Services AG,8959.46
100945,24,65594.01,2025-08-16,Helvetia Services AG,7056.69
100946,23,96839.69,2025-02-24,AlpenTech AG,9411.16
100947,64,98580.71,2025-03-29,Bodensee Logistics AG,7696.73
100948,24,93783.87,2024-09-17,Bodensee Logistics AG,7373.45
100949,63,95418.98,2022-02-17,Rhein Consulting GmbH,11260.0
100950,31,77123.29,2020-09-27,Rhein Consulting GmbH,6659.81
100951,22,65278.19,invalid_date,AlpenTech AG,5667.94
100952,32,66372.52,2021-01-26,Helvetia Services AG,6181.93
100953,47,52561.66,2022-01-23,Bodensee Logistics AG,4445.15
100954,38,86265.08,2017-04-30,Helvetia Services AG,8036.48
100955,55,80497.92,2023-03-18,AlpenTech AG,6918.0
100956,47,74080.22,2024-01-04,Säntis Industries AG,8119.41
100957,37,30000.0,2022-06-17,Rhein Consulting GmbH,3436.29
100958,48,59548.29,2020-06-24,Bodensee Logistics AG,6903.23
100959,64,102175.13,2017-03-05,Helvetia Services AG,9589.93
100960,37,70036.73,2015-05-17,Säntis Industries AG,6060.2
100961,25,88490.65,2021-11-23,AlpenTech AG,9053.87
100962,37,56967.66,2022-07-05,Bodensee Logistics AG,6283.5
100963,58,107896.7,2023-06-30,Säntis Industries AG,10118.44
100964,28,79407.5,2025-06-13,Säntis Industries AG,8099.47
100965,63,87220.73,2020-06-19,Helvetia Services AG,9156.76
100966,46,123864.04,2024-02-12,Rhein Consulting GmbH,12458.69
100967,46,109295.92,2022-11-15,AlpenTech AG,11450.72
100968,33,76481.82,2018-01-17,AlpenTech AG,5546.36
100969,62,71322.04,2024-04-16,Helvetia Services AG,6412.03
100970,19,76140.19,2015-08-03,Säntis Industries AG,7255.86
100971,32,91178.17,2021-08-01,Rhein Consulting GmbH,5484.25
100972,38,80105.97,2025-05-03,Bodensee Logistics AG,8920.42
100973,40,74885.61,2022-03-30,Helvetia Services AG,7234.06
100974,40,108409.26,2025-04-20,AlpenTech AG,7344.53
100975,25,79944.22,2015-08-14,Helvetia Services AG,8712.43
100976,28,123392.6,2020-11-07,AlpenTech AG,12712.33
100977,22,83633.37,2023-08-01,AlpenTech AG,8823.15
100978,45,114135.73,2022-01-22,Rhein Consulting GmbH,9532.91
100979,34,88431.75,2024-09-05,AlpenTech AG,9838.22
100980,45,99333.29,2020-02-01,AlpenTech AG,8427.6
100981,46,68957.0,2022-07-03,Bodensee Logistics AG,6497.86
100982,51,66632.33,2019-08-13,Helvetia Services AG,4000.51
100983,44,90274.71,2024-08-02,Bodensee Logistics AG,8909.43
100984,49,99793.96,2016-04-24,AlpenTech AG,10287.81
100985,46,82724.62,2017-10-17,Helvetia Services AG,7778.31
100986,49,58844.92,2016-01-24,Bodensee Logistics AG,5283.89
100987,47,57515.35,2022-09-19,Rhein Consulting GmbH,6245.95
100988,33,56311.54,2017-07-23,Bodensee Logistics AG,5680.84
100989,29,50182.8,2018-06-27,Bodensee Logistics AG,3848.24
100990,55,83970.74,2024-03-13,Bodensee Logistics AG,9870.29
100991,34,102250.79,2018-12-17,Helvetia Services AG,10474.17
100992,44,81758.52,2016-08-08,Helvetia Services AG,9751.86
100993,27,41312.53,2015-03-26,Bodensee Logistics AG,4886.27
100994,38,78566.31,2017-06-29,AlpenTech AG,9045.7
100995,43,79069.62,2025-01-20,Rhein Consulting GmbH,8327.79
100996,48,119727.98,2021-01-11,Rhein Consulting GmbH,11561.62
100997,43,55771.52,2025-12-08,Helvetia Services AG,3922.42
100998,35,74967.8,2017-05-13,Helvetia Services AG,6942.1
100999,64,112705.35,2018-11-12,Helvetia Services AG,11938.04
101000,42,90099.61,2016-10-17,Rhein Consulting GmbH,8221.72
100021,42,98113.33,2021-12-14,Helvetia Services AG,8459.27
100121,39,71604.3,2021-03-10,AlpenTech AG,7561.35
100451,64,90069.83,2022-08-28,Helvetia Services AG,8921.3
